Value;tweet
Negatif;Sorry email gue yg kedua itu ditgl 14/09/21. Lalu dibales email gue Tgl 01/10/21 diemail keempat. Trus gue minta dikirimkan lah sertifikatnya. Gue disuruh isi data foto ktp, foto ktp selfie sm kartu vaksin. Udh gue kirim itu semua. Katanya data gue blm diinput @PLindungi  https://t.co/o8YpjH3ogy
Negatif;Belum ada respon jg itu email gue, disamping itu gue jg tlp 119 tp sibuk terus. Email email ketiga pun ditgl yg sama 14/09/21 norespon jg. Pdtgl 01/10/21 gue email lg, kmudian DM instgrm dan DM twitter serta gue mention di tweet.Beberapa jam kmudian email gue direspon @PLindungi
Negatif;Gue vaksin tgl 13/08/21, Awalnya gue tunggu aja mungkin agak lama keluar sertifikatnya, krna beberapa temen gue jg gtu, di sarankan untuk email. Gue email lah ke sertifikat pedulilindungi itu pd tgl 10/09/21 (email pertama), lalu gue email lagi pd tgl 14/10/21 (kedua) @PLindungi
Negatif;@WahyuniPmPd @sriwinda @PLindungi Mjb, Mba. Mau tanya, alamat email pedulilindungi yany mana ya? Ngirim keluhannya pake format ga?
Negatif;@PLindungi halo, saya sudah post covid 3bln dan tanggal 27 sept kemarin saya baru vaksin pertama dgn vaksin moderna. tapi sertifikatnya gak bisa diakses di aplikasi plindungi. Itu kenapa ya? Makasih.
Negatif;Kenapa ya @PLindungi belom ada solusinya untuk sertifikat vaksin yg belum keluar udh 2 bulan lebih lama nya. Udh email tp gak ada jwbn yg tepat, gue bilang tmpt faskesnya udh gak ada trus gimana solusinya dia bilang ditunggu sedang diinput. Tp sampe skrng belom juga.
Negatif;Hari ini hasil cek PCR papa w keluar. Di hard copy yg di kasih lab @labklinikkf di nyatakan negative. Karna hasil cek ini bakalan di pake buat kebutuhan penerbangan, papa w cek dong di app @PLindungi. Ternyata hasil di aplikasi positive (cont)
Negatif;@PLindungi Sy dah kirim email 3x karena sudah vaksin 2x tapi sertifikat yg ada di apps hanya ada 1. Email pun tidak/belum ditanggapi. Tolong kesediaannya untuk memperbaikinya, Min ???
Negatif;@khaerunisaaicha @PLindungi halo kak sertif nya sudah muncul atau belum, karena kendalanya juga sm
Negatif;@PLindungi kok elum bisa di buat sertifikat vaksin nya min  https://t.co/r3Ttk51UA3
Negatif;@patriciayunita_ @lisaadelia @PLindungi ka, mau tanya ini gimana cara download sertifikatnya. case aku sama kaya kaka, udah vaksin tp ada salah nomor hp
Negatif;@rinilee0828 @PLindungi punya papaku ternyata juga belum muncul malah dosis 1&amp
Negatif;@PLindungi Uda divaksin tp no NIK saya tdk sesuai dgn NIK sy yg asli , uda kirim email hanya hanya suruh bersabar dan menunggu dan menunggu sampai 2 bulan tp blm ada alsinya
Negatif;@PLindungi Tolong perbaiki NIK sy yg salah dalam kartu vaksin sy , uda kirim email  4 5 x nunggu sampai 2 bulan tp tak berubah berubah perbaikan NIK sy
Negatif;@PLindungi halo plindungi bgmn kok dm sy tak dibls pdhl sy pengen th bgmn aksi nya klau NIK sy salah dlm kartu vaksin pdhl uda divaksin , kirim email hanya suruh bersabar pdhl uda nunggu 2 bulan
Negatif;@AngkasaPura_2 @PLindungi @KemenkesRI  saya sudah di vaksin dosis 1 sinovac di Thailand tapi kenapa tidak bisa terverifikasi oleh peduli lindungi. Apakah nanti bisa di verifikasi di bandara? Saya rencana akan pulang ke Indonesia minggu depan
Negatif;@PLindungi halo aplikasi saya kalo buat check in error terus kenapa yaa?
Negatif;@PLindungi kalau statusnya sertifikat belum tersedia itu gimana min ?
Negatif;@PLindungi min aku udah vaksin kedua dan sertifikat vaksin pertama dan kedua belum keluar itu gimana yah?
Negatif;@PLindungi sudah vaksinasi tapi sertifikat belum muncul
Negatif;@PLindungi  , Ini bagaimana yaa, vaksin kedua saya sudah 1 bulan tidak muncul juga, sudah di cek dan dimasukan tanggal vaksin tapi tidak valid.. tolong dong, saya butuh nih  https://t.co/tcSE3KTKSc
Negatif;@PLindungi Hi admin, QR-Code di sertifikat vaksin pertama dan kedua tidak bisa di-scan, sedangkan untuk perjalanan keluar negeri (beberapa negara) membutuhkan konfirmasi hasil vaksin dan terbaca melalui QR-Code.
Negatif;Hallo, ini dari kemarin antri aja nichhh.. sistemnya tu gmn si :) aku udh urus dari September tapi disuruh kirim2 foto doang tapi kaga diurus :) @PLindungi  https://t.co/yA7Voyf8ei
Negatif;@PLindungi Halo min, saya sudah vaksin kedua pd tgl 20 Okt kemarin tp sertifikat dan statusnya saya cek di web belum ada ya. Gimana caranya claim sertifikat vaksin kedua? Kebetulan HP saya ga bisa install aplikasinya
Negatif;@alandakariza @PLindungi Padahal harusnya Ÿ??Pindai di SiniŸ?. ????
Negatif;@PLindungi Min tolong dong sertifikat vaksin mama saya belum muncul juga padahal sudah 2 kali vaksin dari bulan agustus
Negatif;@sehuniechu @PLindungi itu sdh, merepotkan bgt
Negatif;@Kholillah_21 @mgrhmprm @agungxanggara @HalloMazidaaa @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng halo kak bisa bantu aku juga ga? vaksin ke 2 belum muncul juga dari agustus
Negatif;@PLindungi halo team peduli lindungi. tolong, ada apa nih? akun peduli lindungi aku ga ada hasil test pcr/ antigen yg menyatakan aku positif covid kok status aku aku hitam sudah sekian hari. gimana ini??? terakhir aku pcr itu pun hasilnya negatif. aku ga 
Negatif;@PLindungi adek sm suami saya udah vaksin kedua hari Senin tgl 18 Oktober 2021 tapi sertifikat blm keluar gimana sih knpa ribet bgt???
Negatif;@PLindungi sy sdh PCR, 20 Okt jam 19:00 WITA di Bali, tp hasil PCR  smp 22 Okt, 06:20 WITA blm keluar di pedulilindungi.  Sy sdh cek manual via website pedulilindungi dan blm ada jg. Apa yg hrs sy lakukan.  Saya terbang ke Jkt sore ini (22 Okt) jam 17:00 
Negatif;Harusnya dibuat mudah, dipermudah atau dimudahkan... @PLindungi... Revisi kesalahan input setidaknya menjadi konsen saat pembuatan aplikasi nasional yg berhubungan dengan proses input data/databasing...  https://t.co/o5JRA6TnNa
Negatif;@zzeau @PLindungi T-tpi dia ga bisa lihat ini:))
Negatif;@PLindungi Saya mau menanyakan masalah tentang vaksin atas nama rina pelani yg dimana pada tgl 27 september 2021 telah melakukan vaksin pertama di kantor desa pondok jaya sepatan tangerang kabupaten?˜ Tetapi setelah di lakukan pengecekan di aplikasi yg di
Negatif;Mereka bilang proses perbaikan nya 1X24 jam, tapiiiiii pas aku udh bolak balik cek ke aplikasi @PLindungi sertifikat aku masih yg lama min padahal udh semingguan nih aku nunggu :')   Jd, tolong ya buat mimin bantu aku menghadapai masalah ini, terimakasih dan selamat malam.
Negatif;@PLindungi Mohon bantuannya sampe hari ini saya tidak menerima sertifikat vaksin pertama..???
Negatif;@PLindungi vaksin kedua aja  udah 2bulan masa belum di input apa lupa ngga di input ya
Negatif;Halo2 @PLindungi  Saya mention saya dm ga ada jawaban  https://t.co/fcjOCY0SVG
Negatif;Mau ekonomi bangkit? Singkirkan PCR dan @PLindungi
Negatif;@PLindungi  tolong tanggapannya
Negatif;@PLindungi @logicpoto sertifikat vaksin kedua ga keluar min, bacaan nya tanggal vaksin salah
Negatif;@PLindungi min ini kenapa gini yaaaa? Udah sebulan sertifikat vaksin belum juga keluar min????  https://t.co/ZLRqMh5q0O
Negatif;"@br0kenpisces @yalbabylux @PLindungi salahnya banyak? jadi flight ga kak? dimasalahin?  krn ak dpt hal yg sama kek km :"""
Negatif;@PLindungi Kalau mau ganti nomer telpon gimana ya. Tanya sana sini gak ada jawaban
Negatif;@PLindungi ka ko punya kaka saya kok gga terima2 sms konfirmasi ya ? Nomer telp akun 085774107468
Negatif;@PLindungi saya ga ada di kirim inbox jadwal vaksin kedua padahal harusnya tanggal 27 Oktober saya harusnya di vaksin kedua bila merunut pada jadwal 3 minggu setelah vaksin pertama. Vaksin pertama tgl 6 Oktober 2021
Negatif;Selamat siang min @PLindungi  Min mau tanya, saya kan sudah vaksin 2x. Pas vaksin pertama sertifikat sudah ada, pas vaksin ke 2 awal bulan sampai sekarang sertifikat belum ada. Pas di cek lagi di apk PeduliLindungi, malah sertifikat vaksin yg pertama tidak tersedia. Knp ya min?
Negatif;@PLindungi kirim email dan pesan di twiteer ga ada respon dr PEDULILINDUNGI ????????????niat ga punya website dan media sosial
Negatif;@PLindungi call centernya payah!! Ga membantu sama sekali, lg nyampein keluhan malah diputus tbtb. Padahal udh bikin laporan dari sabtu kemarin.
Negatif;Selamat siang  Saya ada problem dengan app pedulilindungi saya Setiap checkin selalu no allowed dgn status hitam Bisa dibantu tidak? @PLindungi
Negatif;@PLindungi @PLindungi  selamat siang ka , saya sudah suntik vaksin yang ke 2 , tapi sertifikat vaksin ataupun kartu vaksin belum juga ada , saya sudah cek apk peduli lindungi secara besekala , mohon bantuaanya
Negatif;@huangjuns_ @PLindungi Wah gila. Sampai 1 bulan? Wah parah banget ini ????
Negatif;@huangjuns_ @PLindungi Pas udah ada itu diapain? Soalnya ini keterlaluan banget dah lama juga kok ga beres2 ga ditanggapin lagi
Negatif;@Adella_Jung @PLindungi Ternyata banyak tau yg bermasalah juga
Negatif;@teeamobts @PLindungi halo! mjb ya, punyamu udah bener belum? aku juga lagi ngalamin ini soalnya padahal sertifikat udah keluar :(
Negatif;@PLindungi di website disertakan email, orang komplain disuruh email, begitu di-email, bounce. Paling bener emang.  https://t.co/AV5zhtGv5q
Negatif;adik gue udah vaksin 12 oktober tapi nik nya yang terdaftar di data dan sertifikat pake nik babeh gue, sehingga babeh gabisa vaksin karena nik udah terdaftar si adik, apakah bisa membantu min @PLindungi?  atau ada yang punya solusi?
Negatif;@PLindungi ayah sayah sudah vaksin dosis 2 tp blm juga muncul nanti ditelfon ke cs bilangnya  data blm diinput lalu kami harus hubungi kmn lagi, dateng kelokasi? Suruh tanya kepihak pengacara yg input dari mana?
Negatif;@PLindungi hallo siang peduli lindungi bagaimana ya vaksin sudah 9hari yg lalu tp sertifikat blm muncul apakah masih diinput juga? Sebaiknya jngn hanya menyuruh warga cepat cepat di vaksin kalo pelayanan nya lambat jajaran nya seperti yg input ini diperba
Negatif;@PLindungi kenapa sudah sebulan vaksin, belum juga keluar sertifikat nya.. ???
Negatif;@PLindungi @ademabduhfuad kaka kalau terlanjur klik daftar gmna kak.. no tiketnya di aplikasi beda sama yg disurat vaksin.. mohon bantuannya kak
Negatif;@PLindungi Hallo saya sudah vaksin tgl 22 Agustus tp sampai sekarang sy cek masih merah kata petugas puskesmas tdk terinput sama peduli lindungi tolong dong gmn spy sertifikat sy bisa muncul
Negatif;@PLindungi Sudah yakin berkali2 kalau nama dan NIK saya betul dan cocok dengan ktp, tapi kenapa selalu ada peringatan seperti itu? Sampai sekarang  https://t.co/YSfq60VaTu
Negatif;@RestySyalsa @PLindungi Yah ga bisa ????  Tulisanya tetep tiket vaksinasi tidak ditemukan ????
Negatif;Aku udah vaksin dua kali dan sedang tidak terinfeksi Covid-19. Tolong bantu harus kemanaa, call centernya juga ga ada. Capekk???? @kemkominfo @kemkominfo @PLindungi
Negatif;Tolongin ini kenapa, udah hubungi email pedulilindungi@kominfo.go.id ga ada balesan, hubungi sertifikat@pedulilindungi.id malah disuruh hubungi email yang pedulilindungi@kominfo.go.id. Tolong bantuin, aku susah masuk ke tempat umum dan transportasi umum??? @PLindungi @kemkominfo  https://t.co/Qe3AXEciFU
Negatif;@KemenkesRI @PLindungi mohon solusi kesalahan NIK saat vaksin. NIK yang sesuai KTP sudah terdaftar vaksin pertama tapi vaksin kedua tdak terdaftar karena salah penulisan NIK, dan NIK yang tdk sesuai KTP terdaftar vaksin kedua. bagaimana cara memperbaharui
Negatif;@PLindungi pagi.. saya mau tanya perihal sertifikat vaksin saya yg sudah 2minggu masih belum muncul. Mohon bantuannya
Negatif;halo @PLindungi , ini kenapaya tanggal vaksin saya bisa gak sesuai menurut sistem, padahal sudah benar, sertifikat vaksin jadinya gak bisa saya cetak, tolong bantuannya ya  https://t.co/nOrTLKGdrS
Negatif;"Kak admin @PLindungi saya ada DM di diemin aja yay.., balas ""hai.. aja sudah seneng kak.. ????"
Negatif;@staffkumpala @PLindungi Coba tanggal vaksinnya di pake h+1 atau h+2 atau seterusnya teh. Biasanya panitia vaksinnya gak inject langsung datanya. Jadi gak muncul sesuai data. Sepupuku juga gitu soalnya
Negatif;@sartikalestarii @tQn_faQir @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Mba, emailnua di jam berapa ya? Saya sudah email tp belum direspon. Sudah mengirimkan bukti dll.
Negatif;@fanniMF @PLindungi Sama kak aku juga udah vaksin 2 minggu lalu to masih merah karena blm muncul sertifikatnya. Udah email dll blm ada respons ????
Negatif;Mamah saya sudah selesai vaksin. Tapi giliran saya cari tiket vaksinya kok tidak ditemukan?   Tolong kak bantuannya @PLindungi
Negatif;Ini aplikasi @pedulilindungi @PLindungi  pas cetak sertifikat vaksin gak bisa Mulu, padahal sudah vaksin kedua d aplikasinya ????, piye iki
Negatif;@PLindungi Udah vaksin 2?? tp sertifikatnya ga muncul gimana?
Negatif;@Kholillah_21 @agungxanggara @HalloMazidaaa @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Wah bisa bantu punya adik saya gk ya? Dia udah full fua vaksin, tapi satupun sertifikat nya gk ada yg keluar, kasian kalo mau ngelamar ker
Negatif;@mozzagoods @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Terus misal, kita lapor NIK digunakan orang lain, secara logika yg namanya sistem pasti ada edit/ubah data..  Dan klo diminta data kita pasti bersedia kasih..  Ntah kewenangan per
Negatif;@mozzagoods @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Atau petugas bisa search atau find based on NIK atau nama.. Trus secara otomatis keluar data.. petugas tinggal menyesuaikan / verifikasi/validasi dengan KTP orang yg mau divaksin.
Negatif;@mozzagoods @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Mungkin karena sistemnya masih baru mas.. masih perlu sosialisasi ke petugas dan perbaikan2 ke depannya.  Misal, saat mau vaksin kn kita kasih KTP, apakah nomor NIK dan nama diinp
Negatif;Halo @PLindungi kenapa sertifikat vaksin belum keluar sudah sebulan vaksin pertama, mohon segera dibantu min.
Negatif;@Kholillah_21 @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punya orgtuaku jg mbak. Dr Juli vaksin smp skrg blm keluar sertifikat. Apa bs dibantu mbak?
Negatif;@PLindungi Min saya berada di luar negri dan sudah di vaksin.dan ingin nya memasuk kan sertifikat vaksin dari malaysia ke apk peduli lindungi.dan syaratw2 di web sudah tak isi semua sejak tgl 8 -10 -2021 namun sampai sekarang gak masuk di apk peduli
Negatif;Bingung jadwal vaksin kedua ngikutin yg di sms &amp
Negatif;@nnwdrjkss @PLindungi Sama kaa punya mama aku juga gini tanggal lahirnya udah sesuai tapi disitu tulisannya gitu
negatif;@PLindungi mau tanya dong.... Saya mau vaksin ke 2 nih. Tapi kesulitan daftar. Sudah coba Lewat browser dan apk juga ga bisa klik lanjutkan. Coba Lewat aplikasi Jaki malah belum terdaftar vaksin sama sekali.  https://t.co/bHAv9NNBUp
Negatif;@PLindungi admin mohon info kalau no tlp yg saya sudah daftarkan sudah mati dan mau ganti no tlp yg baru bagaimana cara nya?  Terimakasih
Negatif;@PLindungi nama saya di aplikasi @PLindungi tidak valid, kenapa ya?
Negatif;@DianEkasetyaP @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng @pedulilindungi Sama bgt ya Allah,sebenarnya niat ga sih yg bikin sertifikat?
Negatif;@howdareuu @PLindungi ehh tapi akunmu digembokk????
Negatif;@PLindungi siang ka, ka saya sudah vaksinasi tapi sertifikat blm keluar gmna ya. padahal ketika di cek menggunakan nik sudah melakukan vaksinasi
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kabupaten Bekasi emang kacau data kependudukannya ????Ÿ?Ÿ????
Negatif;@PLindungi Ini sertifikat vaksin saya belum muncul dah gimana sihh?
Negatif;@PLindungi mohon bantuannya untuk cek dan balas dm
Negatif;@PLindungi mohon untuk cek dan Balas DM!
Negatif;@PLindungi Cek dan Balas DM!!
Negatif;@PLindungi halo admin, bapak saya sudah mengikuti vaksin dosis 1 dan 2 tetapi sertifikat yg terbit hanya sertifikat vaksin dosis 1 dengan tanggal terbit vaksin ke2, bagaimana cara pembetulan datanya mohon informasi lanjutnya
Negatif;@PLindungi siang, ponakan saya sudah vaksin bulan juli tapi belum dapet sertifikst nya hingga skrg. Bgm ya?
Negatif;Apps super ribet jatuh kepada @PLindungi  https://t.co/B9S0PkHc7g
Negatif;@PLindungi  Coronavac sama Sinovac beda apa sama sii? Masa sertif dosis 1 coronavac trs dosis 2 sinovac kek aneh????
Negatif;Hallo @PLindungi .. Tolong dong dibantu.. kok ada sertifikat org lain yg muncul di akun saya.. pastikan nomor hp org tersebut yaa.. jangan nyasar ke saya..
Negatif;Halo @PLindungi sertifikat vaksin saya belum keluar, besok mau dipake mohon solusinya min?
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Udh ada ko yg nawar nawarin tanpa vaksin tpi bisa muncul di peduli lindungi.
Negatif;@Kholillah_21 @HalloMazidaaa @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punyaku juga mb di web blm tersedia
Negatif;@awluddin_ @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punya gua malah ga muncul ya? Gmn ya biar muncul?
Negatif;@PLindungi saya sudah melakukan vaksin ke dua tanggal 20 September kemarin tapi sertifikat nya ga keluar, kemaren juga kertasnya tulisan tangan gimana yah solusinya. Masa saya harus vaksin lagi sakit ga mau
Negatif;@PLindungi saya sudah melakukan vaksin ke dua tanggal 20 kemarin tapi sertifikat nya ga keluar, kemaren juga kertasnya tulisan tangan gimana yah solusinya. Masa saya harus vaksin lagi sakit ga mau
Negatif;@PLindungi hai min mau tanya, ini bapak saya udh vaksin pertama. Pas di cek di peduli lindungi juga udh terkonfirmasi telah mengikuti vaksinasi dosis pertama tapi pas aku cek sertifikatnya kok ga keluar ya
Negatif;halo @PLindungi kok nomer saya tiba2 terdaftar di pake buat vaksin sama orang ???????  @kemkominfo  https://t.co/eyJkhqC4Oi
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng cek di web pedulilindungi, ada tulisan di atas (cel sertifikat vaksin disini) klik tulisan disini ny nnti ke buka kok trus isi sesuai permintaan. selain itu biasanya data krg lengkap makanya 
Negatif;@icharez @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kalo yang kartu tanda vaksinnya ada yang bentuk fisik (bukan sertifikat)
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Sudah pasti human error, salah entri nomor NIK. Salah 1 angka saja sudah nik org lain yg terasa entri. Apalagi kalo udah massal, repot ga diteliti lagi itu
Negatif;@PLindungi sertifikan vaksin ke II tidak muncul karena screening Vaksin I lupa di setorkan ke admin tempat vaksin, solusinya bagaimana?
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng bisa jadi nik ganda, banyak ditemuin di venue vaksinasi
Negatif;@PLindungi  tolong bantu, ini gimana..
Negatif;@HarisWimardin @PLindungi Udah ada solusinya kah? Punyaku juga kayak gitu @PLindungi
Negatif;@AnesAfri @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah ini samaan.. gw vaksin ke 2 tgl 22 sept sampe skrg kagak dapet sertifikat vaksin, cek di @pedulilindungi juga cm ada keterangan udah vaksin 1 tp mau buka sertifikat vaksinnya ka
Negatif;@KecapiAsem @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Iya payah nih,padahal pas vaksin pada bawa laptop,trs buat apaan petugas vaksin bawa2 laptop segitu banyaknya kalo gak di input
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Aplikasi peduli lindungi, membuka aib lama data kependudukan kita yg amburadul
Negatif;@ekoportable @andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Saya cocok sama ini .. Karena Saya belum memutuskan utk Vaksin sampai Hari ini.. sdh pernah covid juga bulan juni kemaren..  Jadi kasus diatas menurut saya adl keberuntungan .. ?
negatif;@PLindungi Selamat pagi mohon dibantu... Saya vaksin tgl 15 Agustus pakai astrazeneca, utk vaksin ke 2nya saya dpt jadwal tgl 16 November Di bukti surat kcl yg dksh Dr Sana. Tp di pedulilindungi ada jadwal saya hrs vaksin ke2 tgl 10 October yg bener yg ma
Negatif;@HalloMazidaaa @Kholillah_21 @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Vaksin kedua juga ato vaksin pertama yg ga muncul? Bisa di cek dr sertifikat yg diberikan ke kita sesaat setelah kita vaksin, kali2 nomor KTPnya salah, j
Negatif;@andhikamppp @tirta_cipeng @PLindungi @KemenkesRI @KawalCOVID19 Wkwkwkwk, gua yang udah vaksin ke2 udah 1 bulan lalu malah sertifikat nya gak keluar.
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 biasanya suka ada orang yang salah waktu penulisan nik pas mau daftar vaksin.
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Apa datanya dipake orang lain?
Negatif;@mozzagoods @sharie06 @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Semboyannya kan ttp klw bisa di persulit knp di permudah? Medianya aj ganti,sistem ttp sama
Negatif;@sharie06 @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng padahal udah pakai aplikasi (katanya). tapi kog kayak jaman dlu sama aja ya, tetap masih berbelit dan ribet. Indonesia banget ini mas.
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Petugas Pcare nya salah input nik ini kayanya
Negatif;"@PLindungi @KemenkesRI padahal kami tidak ada yg terkena covid dan tidak bersinggungan dengan pasien covid. Tolong banget dong ini dirubah, mobilitas saya jadi terganggu, ini sudah seminggu lebih loh, mobilitas saya benar"" terganggu, tolong di respon"
Negatif;"@PLindungi @KemenkesRI Hallo, tolong ini kenapa status saya terus berwarna hitam padahal sudah vaksin sampai dosis kedua, dan terakhir pcr di puskesmas, tapi kenapa mendadak malah jadi warna hitam, semua teman"" saya yg pcr hari itu juga statusnya jadi ber"
Negatif;@AnesAfri @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kyny ini mah petugasnya lupa input ka. ????
Negatif;@PLindungi Saya sudah vaksin 2X, tapi mengapa sampai sekarang saya belum dapat kode sertifikatnya belum keluar
Negatif;Woyyy @PLindungi @kemkominfo @Polripresisi @CCICPolri nih DIBACA!
Negatif;Sesumbar nyuruh vaksin,tpi NIK yg bermasalah blm jga kelar diperbaiki,hampir 2 bln menunggu.Gimana caranya mau vaksin?skrang apa2,kmana2 surat vaksin yg ditanya @PLindungi
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng biasanya admin di observasi atau pas check feoan asal input nik orang
Negatif;Udah faksin pertama astra 2 bulan yg lalu smpe skrg aku udh chek di aplikasi @PLindungi kok blum ada sertifikat vaksin itu kenapa ya kira kira
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Bisa jadi petugas salah entry data kak. Beda 1 angka atau mungkin ada NIK yang sama tapi NIK sama satunya bukan atas nama kaka atau mungkin NIK yang sama tadi belum update NIK terbaru.
Negatif;@Kholillah_21 @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punya temen saya malah ngga nongol dari awal wkwkw apakah ada pencerahann
Negatif;@callmenduts @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lah masa iya nomer KTP sama bang jadi makin aneh kalo kaya gitu
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng dr juli faksin ke?? sampe skrng masih blm keluar juga sertifikate.sudah email juga.jawabane on proses kalo masih tidak keluar suruh nanya ke RS tmpt faksin
Negatif;@zaskiaforever Cc @DivHumas_Polri @CCICPolri @PLindungi @kemkominfo  nih coba berani gak,, dia hanya minta ijin ngobok2 biar IT nya pinter pinter,, kalo bang @zaskiaforever  ini gak tembus, cabut presikat gantengnya,, ????
Negatif;@PLindungi halo min mau tanya.  Saya tgl 1 juli vaksin pertama, trus tgl 7 juli positif. Saya tnya temen dokter katanya saya boleh vaksin kedua setelah 3 bulan negatif. Saya negatif tgl 16 juli. 17 oktober kemarin vaksin kok gak muncul ya diaplikasi. Apa 
Negatif;@txtdaridgmbk @anti_qadrun @PLindungi Temen sy blm vaksin g pny @PLindungi  ttp bs msk mall . Securityny cm nyuruh bk google trs katanya muncul barcode  Ga jelas barcode  apa bisa lolos Jd rancu kan jd ga efektif lg
Negatif;@Kholillah_21 @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Punyaku ga muncul jg mba dari web
Negatif;@PLindungi knapa ya susah dapet otp nya  https://t.co/kgz7fX3VVN
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Lahh ini kasusnya sama kyak tmn saya. KTPnya nomernya sama kyak KTP orang lain. Karena tulisan dikartu vaksinnya no KTP sama dengan nomer KTP orang. Kan gak beres ini...
Negatif;Dear @PLindungi  Min anak saya sdh vaksin 2x bulan lalu. Tapi di peduli lindungi statusnya masih begini. Jadi repot kalau akan masuk sekolah sbb scan barcode selalu gagal. Gimana min cara membereskan?  https://t.co/FccR2MGkc1
Negatif;@txtdaridgmbk @PLindungi Ngak berfungsi account saya aja masuk nama  orang ngak ada tanggapan.
Negatif;@catayam_ @PLindungi Ke pihak kantornya mba, trs udh dicabut datanya. Tp di app pedulilindungi nya blm ke ganti. Jd gabisa input data dan ga bisa dpt sertifikat huhu
Negatif;@PLindungi tanggal dan tahun lahir disertifikat vaksin saya salah, gimana ya min?  sudah nlp call center gaada respon
Negatif;"Kemarin juga ngemall, peduli lindungi masih merah, trus di suruh logout, diminta ktp cocokin sertifikat vaksin, akhirnya dia yg menyerah ""yaudah mba masuk aja"". Udah email katanya mau diupdate di database tp belum juga update juga. Iya kalo semua tempat memaklumi ???? @PLindungi"
negatif;@omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Kemaren aku juga gitu kak. Email gak dibales, DM gak dibales, ditelfon susah. Habis itu nelfon lagi ke CS lalu diangkat, disuruh ngurusnya ke pihak yg ngadain vaksin. Pas datengin te
negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Sama petugas vaksin di lapangan diminta ke kecamatan. Sampe kecamatan tutup, krna itu hari Sabtu.  Baru bisa ke kecamatan hari Selasa, diinfo harus telpon 119.  Hari Rabu telpon 119, diminta 
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Pantes 50%
Negatif;@andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Hi Kak.. Persis sama kyk mamaku. Mau sharing ya..  Mamaku di kota Medan (Sumut), Vaksin kedua (yg ntah siapa) di Klinik Polres Metro Depok. Krna Ibu2 ga ngeh begituan, jadi tw nya pas dateng 
Negatif;@PLindungi hallo admin, saudara saya hari ini mau vaksin 2. Tapi saat mau vaksin ditolak, karena sudah tercatat di aplikasi, &amp
